plateifu,mangaid,dr7objid,ra,dec
9487-6101,1-45020,588007005233676558,122.22363,44.93842
9487-12702,1-45151,588007005234069722,122.79106,45.663563
9487-3702,1-574506,588007005234331723,123.33054,46.14714
9487-12704,1-45581,588007005234462842,123.68637,46.414963
8721-1902,1-48531,588007005239050418,134.4346,54.227154
8721-9101,1-48535,588007005239050496,134.67227,54.21811
8482-9102,1-92744,588007005265526803,242.95583,49.228714
8482-6101,1-92771,588007005265723548,243.42514,48.899246
8483-3701,1-93375,588007005266706503,245.45438,47.052105
8484-12702,1-93215,588007005267165287,246.42896,46.242336
8612-9101,1-95770,588007005271097606,253.28891,38.844517
8606-6101,1-136268,588007005271687606,254.44756,37.687695
8140-6104,1-43956,588007005768319225,117.70584,40.946285
8140-6102,1-43957,588007005768319278,117.818535,40.95208
8718-6101,1-44063,588007005769957427,120.59086,44.03007
8141-6104,1-44549,588007005769957640,120.44051,44.11006
8718-3703,1-45112,588007005770809503,122.2299,45.68759
8243-12705,1-47765,588007005775003795,131.61491,53.045624
8553-6103,1-632698,588007005797875936,231.50294,56.826824
8481-1902,1-91339,588007005800038610,237.65384,53.390633
8548-12703,1-93598,588007005803380756,245.60101,47.73171
8484-3702,1-94027,588007005804364035,247.7309,45.88005
8484-1901,1-94029,588007005804822642,248.4332,45.012505
8484-3704,1-94063,588007005805084757,249.02843,44.602737
9026-3702,1-94786,588007005805215857,249.2582,44.335606
9026-6101,1-94794,588007005805216018,249.23398,44.379032
9026-12704,1-94765,588007005805216157,249.27464,44.269764
9026-1902,1-94773,588007005805281533,249.30244,44.08552
9026-12702,1-94748,588007005805478185,249.52512,43.826126
9026-3701,1-94584,588007005805740154,250.16266,43.34608
8612-3703,1-94934,588007005807771686,253.50826,39.476418
8606-6102,1-136292,588007005808885830,255.35005,37.382793
8606-9102,1-136286,588007005809213461,255.70903,36.706768
7957-1901,1-634477,588007005809344552,255.89528,36.401543
8606-3704,1-136305,588007005809344869,255.91548,36.38494
8606-1902,1-136304,588007005809345045,256.01743,36.43733
8553-3702,1-542308,588007006334943294,232.56337,56.83222
8481-3701,1-91417,588007006336909507,238.10553,53.732815
8244-12705,1-605549,588009368008655009,134.28438,51.471554
8244-3701,1-73651,588009368545001517,132.38445,50.874146
8244-12704,1-73638,588009368545263743,133.03535,51.312733
8244-3704,1-73584,588010136801771715,132.62784,50.278927
8244-12701,1-73667,588010136801968254,133.0681,50.62723
8244-12703,1-73670,588010137339429071,134.27388,51.81409
8486-1901,1-134004,588011101033332766,238.44861,47.404984
8549-6103,1-134293,588011101034119348,240.41882,46.085358
8549-9102,1-210019,588011101034512489,241.29263,45.494747
8549-12702,1-210017,588011101034512515,241.27147,45.44302
9031-12704,1-210020,588011101034512528,241.3016,45.453316
8549-12705,1-134597,588011101034774582,241.90721,45.065346
8555-6101,1-210323,588011101035626607,243.76936,43.595512
8486-9101,1-133976,588011101570072802,238.71843,47.880844
8486-3703,1-133945,588011101570203762,238.88132,47.677345
8549-1902,1-134562,588011101571842136,242.7274,44.985706
8555-12703,1-134848,588011101572694206,244.332,43.479664
8486-1902,1-133987,588011102107009059,239.33415,48.20726
8549-3702,1-134248,588011102107795636,241.00526,46.80286
8549-3704,1-134634,588011102108713150,243.18535,45.35202
8549-9101,1-134209,588011102644928599,242.27644,46.6712
8486-6102,1-134020,588011217534648535,238.04704,48.04375
8486-6103,1-133948,588011218071715905,238.89133,48.0224
8486-9102,1-133941,588011218071715972,239.03064,48.03088
8486-6104,1-133922,588011218071781463,239.19565,47.995514
9031-12703,1-134620,588011218073420045,242.81924,45.12132
8549-3703,1-134239,588011218609438996,241.41644,46.84659
8549-6102,1-134614,588011218610159766,243.00912,45.775024
8452-12702,1-147685,588013381662081125,156.04459,47.524136
8452-1902,1-148046,588013381662605432,157.77928,48.014828
8999-3704,1-148602,588013381664440485,163.79282,49.371483
8948-6101,1-149277,588013381665685519,167.98135,50.08384
8947-12702,1-149532,588013381666734094,171.71822,50.542404
8992-3701,1-149496,588013381666996255,172.6219,50.76525
8992-6103,1-149471,588013381667127389,173.03786,50.765545
8989-1901,1-149758,588013381667979412,176.08415,51.019398
8989-1902,1-150254,588013381668175896,176.78708,50.999725
8991-12705,1-150245,588013381668176012,176.94061,51.08421
8149-1901,1-145913,588013382184141222,120.2217,28.13039
8941-1901,1-146247,588013382184337740,120.723976,28.457113
8458-12703,1-167083,588013382196592801,148.8978,45.554787
8453-3702,1-147521,588013382197903390,152.54538,46.952248
8453-6101,1-147507,588013382197903589,152.77327,46.899513
8453-6104,1-147787,588013382198362280,154.1194,47.364815
8452-3703,1-148086,588013382199214241,156.69958,48.12903
8452-12703,1-148068,588013382199279737,156.80565,48.24479
8999-12701,1-148664,588013382201180304,163.06384,49.69571
8999-9102,1-148653,588013382201442403,163.91237,49.88909
8948-3702,1-148601,588013382201704494,164.88899,49.98545
8948-12702,1-148954,588013382201704529,164.9711,50.015182
8999-1902,1-148596,588013382201704584,165.01404,50.031387
8948-3704,1-148893,588013382202163349,166.40857,50.350395
8997-1902,1-149193,588013382203211796,170.16646,50.827286
8947-9102,1-149586,588013382203277516,170.5164,50.815155
8947-6102,1-149148,588013382203473999,171.09087,50.94363
8992-6101,1-149536,588013382203736125,172.10449,51.028355
8992-12705,1-149517,588013382203801662,172.21838,51.00068
8992-3704,1-149871,588013382204129347,173.48735,51.249767
8992-3703,1-149879,588013382204129456,173.52917,51.220844
8992-6104,1-149878,588013382204194936,173.80687,51.161945
8991-6102,1-150232,588013382205177986,177.21797,51.55217
8989-12703,1-150227,588013382205178058,177.27168,51.582153
8147-12703,1-146028,588013382720160117,118.592606,27.00879
8250-3704,1-217171,588013382730383460,140.21057,42.28883
8458-9102,1-217520,588013382732939412,146.97902,45.46846
8458-6104,1-545654,588013382733004881,147.26704,45.444546
8456-3702,1-545611,588013382733660275,149.02505,46.152466
8453-1901,1-147815,588013382735036508,153.36552,47.51622
8999-12704,1-148985,588013382738641122,164.98215,50.408886
8947-3702,1-149593,588013382740279299,170.70808,51.207714
8997-3703,1-149589,588013382740279420,170.7234,51.34171
8992-12702,1-149556,588013382740738159,172.31717,51.52321
8996-9102,1-149721,588013382741131322,173.89857,51.758507
8991-12701,1-150286,588013382741590081,175.40271,51.862667
8147-3701,1-145828,588013383256834501,117.8604,26.991838
8147-3704,1-146046,588013383257161769,118.32395,27.46072
8149-12703,1-146001,588013383257555365,119.066475,28.148224
8149-3702,1-145995,588013383257620879,119.19855,28.216713
8149-6103,1-146106,588013383257621023,119.17423,28.371881
8937-6104,1-146337,588013383258014239,119.9553,28.929749
8938-6101,1-146271,588013383258210462,120.33139,29.179377
8938-3703,1-146432,588013383258669459,121.126274,30.007044
8938-12704,1-146440,588013383258866181,121.48967,30.371826
8938-12703,1-146465,588013383259062615,121.9699,30.596325
8440-6104,1-216976,588013383265615901,135.75894,40.43398
8440-12705,1-216973,588013383265615959,135.8334,40.46472
8250-6102,1-217210,588013383266861206,138.90257,42.157234
8250-12701,1-558248,588013383267057856,139.19315,42.50677
8458-3701,1-217500,588013383269679113,146.27344,45.587036
8999-1901,1-148780,588013383275184141,163.62268,50.57753
8997-6102,1-149631,588013383277215885,170.85979,51.719013
8997-9102,1-149461,588013383277281402,171.06554,51.742306
8992-12701,1-149650,588013383277347019,171.35678,51.883892
8991-3701,1-149720,588013383278133381,174.22894,52.07475
8991-12703,1-150394,588013383279247516,178.33752,52.34532
8145-9102,1-145771,588013383793246652,116.66047,26.470201
8937-12703,1-146380,588013383795278198,120.23266,29.922611
8938-6104,1-146408,588013383795802485,121.236595,30.764597
8440-1902,1-216951,588013383802814617,136.27795,41.230907
8247-1902,1-217044,588013383803011290,136.61592,41.6359
8247-9102,1-217041,588013383803338930,137.44127,41.95586
8458-6101,1-217479,588013383806091393,144.72383,45.367626
8458-12701,1-217480,588013383806091421,144.78784,45.370888
8458-6103,1-217499,588013383806615681,146.29358,46.036686
8453-6103,1-147602,588013383808450613,151.72952,47.9841
8453-12703,1-147863,588013383809106080,153.68501,48.689613
8997-6103,1-149384,588013383813693655,169.37831,51.966328
8996-1902,1-149905,588013383814611078,172.7479,52.286594
8991-1901,1-149985,588013383815397379,175.46573,52.64807
8991-3704,1-149989,588013383815463089,175.82224,52.760685
8991-12702,1-150013,588013383815528614,176.1318,52.685062
8247-12701,1-217256,588013384340668659,138.27509,43.013412
8997-12704,1-149454,588013384350826583,170.16278,52.625034
8997-1901,1-149624,588013384351154317,171.35739,52.622864
9000-12705,1-149896,588013384351678583,173.1946,52.940884
8655-12705,1-29799,588015507657719904,357.65176,-1.1280569
8153-1902,1-36649,588015507676463241,40.485302,-1.1993657
8154-1902,1-37478,588015507678363706,44.846687,-1.1666715
8154-3704,1-37477,588015507678494813,45.15627,-1.1262256
9193-12701,1-37440,588015507678887987,45.95462,-1.1037425
9193-9101,1-37385,588015507679019141,46.2942,-1.0754565
9194-12705,1-37796,588015507679215834,46.77446,-1.1344247
8081-6101,1-38011,588015507680657494,49.97378,-1.1458794
8082-3703,1-37998,588015507680723008,50.188858,-1.053959
8082-6101,1-38012,588015507680723104,50.14511,-1.095875
8082-3701,1-37996,588015507680723129,50.17139,-1.1760949
8084-12705,1-38381,588015507681116279,51.02712,-1.0578496
8084-9102,1-38272,588015507681443982,51.87835,-1.1277668
8155-12701,1-38550,588015507682033821,53.171467,-1.1835862
8155-6101,1-38521,588015507682295979,53.814114,-1.2285893
8153-12704,1-36705,588015508212940943,39.535995,-0.642322
8153-6104,1-36968,588015508213727352,41.307373,-0.7461226
8077-3703,1-36942,588015508213923993,41.762634,-0.6479747
8077-6104,1-36919,588015508213989555,42.03278,-0.7522996
8078-6101,1-36877,588015508214120681,42.31807,-0.7740996
8078-3703,1-36880,588015508214186111,42.387432,-0.7844299
8078-9101,1-36905,588015508214186136,42.397285,-0.7237713
8078-3701,1-36899,588015508214186147,42.416626,-0.63690245
8154-3701,1-37126,588015508215234642,44.735607,-0.76610345
9194-6102,1-547747,588015508215759024,46.002144,-0.7600053
9193-6104,1-37338,588015508216086638,46.74914,-0.8115772
9193-9102,1-37335,588015508216152237,46.94366,-0.78756946
9194-6104,1-37751,588015508216283229,47.247875,-0.79336154
9194-12703,1-603974,588015508216283301,47.194286,-0.7331105
8080-12705,1-37695,588015508216610932,47.889076,-0.7429194
8080-6104,1-38029,588015508217331864,49.584175,-0.82464737
8084-12702,1-604048,588015508217725044,50.53612,-0.8362722
8084-12703,1-109378,588015508218052740,51.16989,-0.68148106
8085-6103,1-38293,588015508218249365,51.679996,-0.7694399
8084-6101,1-38299,588015508218249396,51.694237,-0.6481652
8085-1901,1-38298,588015508218249426,51.720646,-0.7031757
8155-1902,1-38528,588015508219166865,53.726746,-0.788909
8086-1901,1-229012,588015508220608593,57.112648,-0.78869677
8086-3701,1-229017,588015508220608714,57.120216,-0.6843858
8086-3704,1-229021,588015508220674193,57.173576,-0.65100336
8655-12702,1-29843,588015508730871899,356.27026,-0.27088806
8655-9102,1-29811,588015508731723912,358.22186,-0.3824692
8153-12705,1-36970,588015508750663688,41.448322,-0.24089149
8078-6102,1-36890,588015508751122487,42.53273,-0.2669754
8154-6101,1-37202,588015508751384594,43.118893,-0.32887813
8154-9101,1-36867,588015508751384725,43.22727,-0.40108696
8154-6102,1-37167,588015508751843350,44.169575,-0.24565487
8154-6103,1-37155,588015508751908920,44.349464,-0.30942184
9193-12702,1-37822,588015508752761076,46.373142,-0.38168573
9194-12701,1-37400,588015508752891945,46.560524,-0.3443841
9193-12703,1-109270,588015508752957543,46.68588,-0.4088039
8080-9101,1-37769,588015508753219730,47.340015,-0.40795723
8082-12702,1-38101,588015508753678429,48.4384,-0.24145862
8085-9101,1-38353,588015508754923698,51.314777,-0.4081908
8156-12705,1-38822,588015508756824212,55.552032,-0.3543028
8156-6104,1-38798,588015508757086333,56.110535,-0.30387473
8156-9101,1-109493,588015508757217423,56.426613,-0.37940973
8086-1902,1-228987,588015508757676193,57.526974,-0.21733072
8655-12701,1-29749,588015509267677194,356.09244,0.09634691
8655-6102,1-29917,588015509268529277,358.066,0.10293428
8153-3704,1-36698,588015509286551691,39.295406,0.01219203
8077-12702,1-36849,588015509287272615,40.968998,0.15263952
8153-1901,1-36843,588015509287338084,41.006237,0.17627786
8153-3703,1-36847,588015509287403632,41.15292,0.14207917
8077-3702,1-37062,588015509287665691,41.84636,0.0587745
8078-12703,1-37211,588015509287993404,42.570244,0.09199392
9193-12704,1-37863,588015509289762862,46.664917,0.06200163
9194-9102,1-37904,588015509290221692,47.581245,0.04413825
8083-12704,1-604053,588015509291532488,50.696766,0.14933555
8084-9101,1-38210,588015509291532531,50.713516,0.13962919
8084-6103,1-38007,588015509291597939,50.741646,0.05413849
8083-6103,1-38428,588015509291663408,50.940155,0.00743644
8085-6104,1-38470,588015509291991180,51.708897,0.19859205
8155-6103,1-38663,588015509292122285,52.050472,0.12474059
8156-3702,1-38887,588015509293039798,54.088985,0.18686686
8156-12701,1-38770,588015509293170866,54.390305,0.14480057
8086-12704,1-38802,588015509293957242,56.131634,0.0066562
8086-12703,1-202097,588015509294284990,56.927162,0.03043894
8086-3702,1-229070,588015509294350376,57.02533,0.20884123
8086-6101,1-229078,588015509294547079,57.490414,0.07435094
8655-6103,1-29728,588015509804417151,355.82507,0.4424763
8655-3702,1-29726,588015509804417182,355.89493,0.567802
8153-3702,1-36779,588015509823488106,39.46139,0.5746263
8077-6101,1-37036,588015509824471090,41.69989,0.42157438
9194-3702,1-37862,588015509826830376,47.02944,0.45621818
9193-3703,1-37877,588015509826830411,47.11017,0.55509764
9194-6103,1-37633,588015509826895891,47.142967,0.5509208
8080-3703,1-37974,588015509827747873,49.088364,0.47948325
8083-12703,1-38168,588015509828075649,49.92933,0.5654558
8082-6102,1-38167,588015509828075667,49.945896,0.5845667
8081-3702,1-38166,588015509828075795,49.94684,0.62380534
8155-1901,1-38510,588015509829451958,53.023296,0.47937799
8655-9101,1-29851,588015510341615694,356.537,1.0303168
8153-9102,1-36827,588015510360883334,40.560085,0.8778107
8077-12704,1-37018,588015510361145484,41.280575,0.95015085
8077-1901,1-37034,588015510361211069,41.37895,0.9206367
8078-3702,1-37079,588015510361538652,42.092213,0.98644745
8154-12704,1-37245,588015510362193934,43.56066,1.0291395
8154-3702,1-37265,588015510362194008,43.658295,0.9394337
8154-6104,1-37491,588015510362652688,44.623634,0.8460984
8154-12705,1-37547,588015510363045948,45.59815,0.9793091
8154-12703,1-37546,588015510363111612,45.6983,0.96471536
8081-6104,1-38136,588015510364749959,49.483635,1.0453539
8082-6103,1-38155,588015510364880957,49.782158,0.95595473
8083-1901,1-38157,588015510364881066,49.76765,0.9374778
8083-3703,1-38214,588015510365339781,50.827087,0.939871
8085-12703,1-38486,588015510365929606,52.13829,1.0067067
8156-1901,1-38764,588015510366978297,54.564156,1.0017662
8156-12703,1-38894,588015510367043821,54.736416,0.91786987
8086-9102,1-229060,588015510368157840,57.24839,0.9259677
9508-3704,1-298778,588016839635501324,127.107796,25.014633
9507-9102,1-299016,588016839636287603,128.75356,26.057335
9507-1901,1-299094,588016839636680926,129.46446,26.598827
9492-3701,1-297987,588016840167064174,116.36433,18.128622
9492-3704,1-297846,588016840167326075,116.91917,18.478556
9492-1901,1-297902,588016840167457231,117.02164,18.615582
9492-12702,1-297860,588016840167653760,117.42253,18.861887
8939-3701,1-298715,588016840171651234,125.36167,24.453081
8939-3704,1-298727,588016840171913470,125.85317,24.673443
9508-3703,1-298845,588016840172110100,126.31038,25.016113
9508-12705,1-298798,588016840172634153,127.27313,25.772635
9507-6103,1-299176,588016840173420807,129.03255,26.812056
9492-6103,1-297950,588016840704197129,116.55177,18.710371
9497-3701,1-298090,588016840704787038,117.80368,19.578457
9492-12703,1-298089,588016840704852411,117.83074,19.594553
9508-12701,1-298823,588016840709177626,126.514465,25.594576
9508-6102,1-298940,588016840709505109,127.036804,26.094976
9507-9101,1-299163,588016840710226232,128.63301,27.053583
9497-12702,1-298206,588016841242116514,118.22667,20.662916
9497-6104,1-298197,588016841242182164,118.52692,20.65829
9497-6103,1-298228,588016841242247225,118.474525,20.782755
8939-3702,1-298668,588016841245130844,124.189606,24.780231
8939-6103,1-298708,588016841245655250,125.32218,25.49185
9508-12702,1-605195,588016841245851799,125.740425,25.738708
9508-6103,1-298926,588016841246638256,127.34364,26.656898
9507-12703,1-299166,588016841247228000,128.622,27.429861
9506-12704,1-299793,588016877756481668,133.2589,28.540215
9492-1902,1-297822,588016878285553696,117.20691,18.383581
8939-1901,1-298546,588016878289223800,124.44792,23.476532
8939-6102,1-298533,588016878289420404,124.84326,23.747295
8939-12704,1-298537,588016878289813653,125.68731,24.296926
9502-3703,1-605306,588016878291124436,128.24701,25.990938
9507-12701,1-298752,588016878291124448,128.25084,26.01403
9507-12702,1-299013,588016878291189937,128.49455,26.10679
9507-6101,1-299015,588016878291255452,128.50842,26.149086
9507-6102,1-299195,588016878291386563,128.73425,26.382313
9507-3703,1-385158,588016878291583243,129.26544,26.671957
9492-9101,1-297936,588016878822163060,116.577515,18.36868
9492-3702,1-297924,588016878822294131,116.769264,18.59063
9492-3703,1-297910,588016878822490618,117.07457,18.959227
9497-6101,1-298114,588016878823014708,118.11363,19.54017
9508-1902,1-298864,588016878827143366,126.198235,25.225077
8939-12703,1-298868,588016879363883085,125.603264,25.509075
9508-3702,1-298867,588016879363948551,125.71899,25.558397
9508-1901,1-298835,588016879364079692,126.08118,25.674456
9508-9102,1-298842,588016879364210845,126.27835,25.900782
9508-6101,1-298953,588016879364603919,127.131004,26.348677
9508-12704,1-298938,588016879364604084,127.10595,26.397354
9508-12703,1-298950,588016879364669755,127.37409,26.54995
9508-6104,1-298966,588016879364800532,127.55301,26.627323
9507-3702,1-299204,588016879365062918,128.21721,27.025085
9508-3701,1-298677,588016879900557521,124.95422,25.540197
9510-12705,1-298906,588016879901540535,127.027504,26.911827
8944-12701,1-390168,588016890635616370,147.86447,35.019478
8568-1901,1-273933,588016890638172175,154.49245,37.181587
8568-1902,1-273861,588016890638434440,155.03575,37.544098
8568-3703,1-274368,588016890638630948,155.6929,37.673565
8568-12702,1-274366,588016890638696567,155.89941,37.63778
8568-9102,1-274226,588016890639024259,156.86058,37.87706
8944-1902,1-301834,588016891172814946,148.42108,35.70189
8568-12704,1-608586,588016891712438464,155.54298,38.517822
8462-12701,1-301244,588016892782182559,144.46811,35.78357
8462-9102,1-301260,588016892782248056,144.73206,35.695175
8462-1901,1-301331,588016892782706721,145.81401,36.231434
8462-6101,1-301537,588016892782706877,145.86049,36.237366
8455-1902,1-274440,588016892786376831,155.70865,39.368927
8455-6101,1-274506,588016892786639036,156.39665,39.673607
8455-9101,1-275176,588016892786901023,157.18364,39.778545
8455-3701,1-274519,588016892786901037,157.17944,39.838905
8455-12705,1-274526,588016892786901182,157.22935,39.894695
8255-9102,1-277249,588017109679669387,165.7632,44.713596
8258-1901,1-277213,588017109679931433,166.62079,44.850914
8945-12705,1-257412,588017109682356335,174.31772,45.7574
8263-6103,1-258750,588017109685895258,186.06224,46.301796
8263-1902,1-258747,588017109685960741,186.18039,46.279022
8341-6104,1-283286,588017109687271537,190.59885,46.30429
8318-6103,1-284335,588017109689172101,196.82092,45.728127
8253-3703,1-274689,588017110213787769,157.34358,43.17062
8253-12702,1-558442,588017110213918793,157.62823,43.24382
8253-12703,1-275456,588017110214508657,159.38275,43.65381
8255-12701,1-276574,588017110215884900,163.54527,44.62425
8993-1901,1-277308,588017110216343665,165.09529,44.957237
8993-9102,1-277257,588017110216605790,165.91014,45.17996
8257-6102,1-277254,588017110216605791,165.89197,45.17041
8255-3703,1-277246,588017110216736849,166.18779,45.156464
8466-12702,1-278011,588017110217261193,167.96745,45.541405
8466-1901,1-277944,588017110217457676,168.48032,45.488396
8466-3703,1-279120,588017110217785429,169.53905,45.618656
8945-6101,1-279381,588017110219030553,173.63776,46.166355
8341-12701,1-282653,588017110223683671,189.032,46.643307
8318-6101,1-284291,588017110226239620,197.42169,46.023304
8253-3702,1-274658,588017110750855201,157.59755,43.725094
8253-1901,1-274646,588017110750986288,158.01703,43.85928
8466-12704,1-277997,588017110754328619,168.36311,45.866383
8946-3704,1-279086,588017110754918442,170.355,46.289215
8945-9101,1-279011,588017110755508399,172.309,46.39002
8263-3702,1-282114,588017110759374880,185.03766,47.13354
8341-6103,1-282665,588017110760751174,189.80786,47.004383
8318-12704,1-284317,588017110762979449,197.1144,46.569542
8993-3701,1-277317,588017111289954370,164.40468,45.63444
8257-6103,1-277453,588017111290085466,164.64207,45.812508
8993-12702,1-277300,588017111290150975,165.04747,45.737835
8257-1901,1-277462,588017111290216578,165.08185,45.890034
8993-3704,1-278079,588017111290544265,166.08656,46.056087
8257-1902,1-278081,588017111290609677,166.29784,46.10294
8257-12702,1-277521,588017111290609806,166.40327,46.173656
8257-3703,1-278062,588017111290675353,166.65567,46.038795
8466-9102,1-279083,588017111291920436,170.58324,46.701305
8945-12702,1-615167,588017111292575748,172.6699,47.018295
8945-6102,1-280104,588017111292837967,173.70122,46.989944
8465-1902,1-285020,588017111299981424,197.72285,46.81917
8254-12703,1-276761,588017111826169875,162.05122,45.595325
8993-6102,1-276843,588017111826759779,163.95201,45.982914
8993-9101,1-277470,588017111827153092,165.13837,46.34367
8946-1902,1-613755,588017111828398133,169.30037,46.859863
8946-9101,1-279279,588017111828791447,170.60681,47.105904
8945-6103,1-279329,588017111828987964,171.24464,47.143524
8945-12701,1-588617,588017111829184685,171.89789,47.37948
8945-3703,1-279666,588017111829839951,173.91122,47.515503
8945-1902,1-279690,588017111829971027,174.47816,47.466362
8465-6101,1-284031,588017111836196958,195.52295,47.496967
8318-12703,1-284485,588017111836393547,196.2324,47.503635
8257-3702,1-277516,588017112364417061,166.22855,46.975124
8946-12704,1-279320,588017112365858903,171.14879,47.614014
8945-1901,1-279544,588017112366252161,172.36572,47.69628
8945-12703,1-279676,588017112366710938,173.98187,48.021454
8465-12702,1-284515,588017112373264527,196.40488,47.916504
8333-6104,1-265849,588017114517143645,214.82564,42.67424
8333-1901,1-266298,588017114517405877,215.70421,42.395657
8329-6101,1-265980,588017115053228178,212.69841,43.607502
8333-9102,1-266328,588017115054014601,215.07262,43.06282
8465-3704,1-284523,588017115585314905,197.98308,46.907173
8318-9102,1-284522,588017115585314986,197.95943,46.932693
8465-9102,1-284526,588017115585380417,198.18912,46.93498
8329-12703,1-266020,588017115590230155,213.36539,43.913834
8329-12701,1-266039,588017115590230192,213.41682,43.866585
8329-3702,1-266045,588017115590295568,213.49535,43.89299
8329-6103,1-265988,588017116126969913,213.1034,44.460865
8319-12702,1-285052,588017116659318917,199.06146,47.599323
8319-6101,1-285144,588017116659974237,201.07388,47.384212
8455-6103,1-254717,588017603601236094,156.3561,40.34831
8451-9102,1-255695,588017603603988554,164.28006,42.159252
8451-3701,1-255676,588017603604250703,165.08334,42.33002
8258-6101,1-278537,588017603605168276,168.01552,42.66996
8259-6102,1-257627,588017603608576074,178.47488,43.81877
8259-12703,1-257940,588017603609362504,180.94249,43.98445
8262-3703,1-258667,588017603610542214,184.84967,44.041653
8262-12705,1-258631,588017603610738808,185.49817,44.145664
8317-12701,1-259185,588017603612901423,192.2699,43.8332
8331-6101,1-250642,588017603616702471,203.89532,42.402206
9039-12703,1-263104,588017603625877615,228.97864,34.72954
8451-3702,1-255691,588017604141121594,164.94089,42.68922
8451-6102,1-256048,588017604141580404,166.39902,42.945335
8451-6104,1-256465,588017604141711451,166.75223,43.0899
8258-6102,1-256009,588017604141776977,167.10385,43.012962
8258-12705,1-256002,588017604141842498,167.15439,43.00424
8259-9102,1-257623,588017604145447013,178.53987,44.366116
8259-3701,1-257999,588017604145774644,179.52484,44.425438
8259-12704,1-257957,588017604145971322,180.16048,44.40662
8261-6102,1-258315,588017604146757736,182.70534,44.5126
8261-1901,1-258311,588017604146823356,182.85735,44.436035
8262-9101,1-258213,588017604147347468,184.54373,44.40048
8464-3701,1-258617,588017604147740837,185.90071,44.545036
8464-6101,1-258599,588017604147871870,186.18097,44.410786
8464-3702,1-590159,588017604148133911,187.05896,44.45325
8317-9101,1-259175,588017604149837935,192.42175,44.299328
8317-9102,1-259160,588017604149969009,192.97705,44.09339
8317-12704,1-259142,588017604150231146,193.70396,44.155598
8331-1902,1-250603,588017604153704507,204.58676,42.808197
8332-3704,1-251198,588017604155408514,209.63977,41.724167
8335-9101,1-251775,588017604157374561,215.21666,40.362137
8335-12702,1-251764,588017604157440204,215.48755,40.19593
8455-12701,1-254342,588017604674519057,154.7318,40.61293
8255-12702,1-255939,588017604677992585,164.97804,43.14768
8255-12705,1-255958,588017604678123529,165.27686,43.0761
8258-12704,1-256293,588017604678909995,167.7765,43.633003
8258-1902,1-256381,588017604678975580,167.9737,43.56667
8258-6104,1-256283,588017604678975702,167.89874,43.5913
8263-12705,1-258607,588017604684677270,186.05832,44.937634
8262-12703,1-258589,588017604684873816,186.65901,44.921417
8341-1902,1-258879,588017604685987916,190.27982,44.66989
8317-12703,1-259108,588017604687364187,194.64995,44.53078
8335-3701,1-252049,588017604695031864,217.60065,40.010452
8335-3704,1-252046,588017604695031874,217.54799,39.905186
8258-3704,1-256496,588017605215584345,167.02502,43.89463
8258-12702,1-256546,588017605215715445,167.32921,43.874775
8258-12703,1-256574,588017605215977565,168.11882,44.158604
8262-12704,1-258726,588017605221351540,185.47498,45.267673
8464-6104,1-258778,588017605221613635,186.31416,45.236027
8464-9102,1-258758,588017605221613672,186.2111,45.261913
8464-12702,1-258988,588017605222072469,187.72238,45.21946
8341-9102,1-259245,588017605223055535,191.01247,45.129272
8317-6103,1-259368,588017605223776415,193.27017,44.960354
8331-12703,1-250607,588017605227511887,204.87868,43.46723
8332-6101,1-250940,588017605228298379,207.3953,42.994286
8335-3702,1-252073,588017605231575208,216.96683,40.63015
8253-6101,1-254940,588017605749047442,156.62842,42.04553
8253-12705,1-255308,588017605749768356,158.78104,42.638283
8254-3704,1-611836,588017605751537746,164.08215,43.7549
8255-6103,1-255963,588017605751865403,165.01158,43.90508
8255-1901,1-256155,588017605751930937,165.15395,44.097492
8258-9102,1-256301,588017605752586378,167.25432,44.411728
8466-1902,1-256819,588017605753241668,169.35393,44.5633
8261-12702,1-258425,588017605757501553,182.98376,45.789913
8261-3703,1-258477,588017605757501652,183.15208,45.6252
8341-12704,1-620993,588017605759402010,189.21324,45.65116
8332-3703,1-251067,588017605765169252,207.47784,43.482246
8332-9102,1-251307,588017605766086675,210.24097,42.85566
8333-6102,1-251871,588017605767528516,214.50673,41.827637
8335-9102,1-252151,588017605768839299,218.1916,40.71677
8253-3701,1-254394,588017606285983750,156.4983,42.52728
8253-6104,1-255248,588017606286573571,158.25142,42.928417
8254-9101,1-275340,588017606287556679,161.26169,43.704735
8258-9101,1-587908,588017606288932901,165.4573,44.44653
8466-6101,1-277992,588017606289784940,168.09401,44.81604
8466-3704,1-256832,588017606290243600,169.51344,45.113007
8261-12704,1-282144,588017606294831252,184.59247,46.15533
8263-3701,1-282106,588017606294896674,184.76428,46.106773
8263-3703,1-258748,588017606295355548,186.24321,46.234516
8464-12704,1-282712,588017606295879756,187.93689,46.131573
8318-1902,1-284349,588017606298435702,196.36891,45.58186
8332-3702,1-251129,588017606302105648,207.8728,43.806427
8332-12704,1-251269,588017606302498929,209.16066,43.585785
8333-3701,1-251662,588017606304268428,214.3445,42.287956
8455-6102,1-254645,588017625072599221,157.4627,40.43168
8259-6103,1-281037,588017625079677005,178.84213,43.761093
8259-3704,1-258007,588017625079939109,179.59329,43.815277
8259-12701,1-257984,588017625080070236,179.96259,43.740623
8262-3704,1-282021,588017625081446493,184.38644,43.75736
8464-9101,1-282600,588017625082167414,186.67496,43.78232
